2858,1
260,2
1196,3
1210,4
480,5
2028,6
589,7
2571,8
1270,9
593,10
1580,11
1198,12
608,13
2762,14
110,15
2396,16
1197,17
527,18
1617,19
1265,20
1097,21
2628,22
2997,23
318,24
858,25
356,26
2716,27
296,28
1240,29
1,30
1214,31
2916,32
457,33
3578,34
1200,35
541,36
2987,37
1259,38
50,39
34,40
2791,41
780,42
3175,43
1193,44
919,45
924,46
1127,47
2355,48
1387,49
1221,50
912,51
1036,52
1213,53
1610,54
377,55
1291,56
2000,57
1136,58
3114,59
1307,60
1704,61
1721,62
1968,63
648,64
2599,65
3793,66
32,67
2174,68
2797,69
2918,70
2291,71
3471,72
590,73
2959,74
1374,75
1394,76
2683,77
592,78
1784,79
1573,80
1304,81
3418,82
223,83
380,84
2706,85
1225,86
1584,87
1527,88
3481,89
1923,90
2699,91
750,92
39,93
21,94
1393,95
2804,96
588,97
2406,98
1220,99
733,100
1230,101
3176,102
1961,103
3751,104
1079,105
3408,106
908,107
3623,108
1073,109
1356,110
3527,111
2700,112
1219,113
1247,114
1089,115
1544,116
1222,117
150,118
3753,119
111,120
2710,121
357,122
2657,123
1206,124
2985,125
1094,126
3147,127
2640,128
2395,129
3421,130
1517,131
1641,132
1278,133
1252,134
367,135
1358,136
1208,137
2100,138
1676,139
2529,140
2321,141
2011,142
920,143
2324,144
2012,145
1090,146
47,147
1500,148
1370,149
1954,150
1673,151
2194,152
2115,153
1376,154
587,155
364,156
3253,157
3671,158
1288,159
316,160
923,161
3160,162
1242,163
736,164
1917,165
3255,166
1294,167
1732,168
3361,169
1396,170
2763,171
1258,172
2302,173
3448,174
1653,175
1608,176
1391,177
2692,178
2455,179
3702,180
3081,181
2268,182
595,183
349,184
969,185
3256,186
904,187
1234,188
597,189
1674,190
2054,191
913,192
2081,193
3703,194
11,195
1377,196
2890,197
3755,198
1028,199
2001,200
1101,201
2968,202
2617,203
2407,204
1682,205
1372,206
1233,207
1266,208
1909,209
551,210
3897,211
3363,212
329,213
3052,214
1183,215
2353,216
539,217
2006,218
3072,219
25,220
2289,221
1408,222
474,223
2105,224
3552,225
1639,226
1552,227
788,228
440,229
3108,230
2712,231
1215,232
1282,233
6,234
1250,235
2336,236
2746,237
2770,238
1276,239
1207,240
36,241
235,242
1375,243
1080,244
1320,245
293,246
70,247
2248,248
1199,249
2470,250
1777,251
1912,252
3555,253
1747,254
903,255
2701,256
3033,257
2947,258
1876,259
10,260
1407,261
3210,262
1997,263
1179,264
3006,265
3499,266
1129,267
1035,268
1148,269
1625,270
3174,271
1748,272
2502,273
3107,274
3699,275
2080,276
1722,277
3948,278
3082,279
1953,280
3608,281
1246,282
2723,283
2915,284
2908,285
2641,286
2369,287
3039,288
3543,289
2424,290
500,291
2352,292
17,293
910,294
1204,295
1645,296
165,297
2108,298
454,299
1201,300
3510,301
1569,302
3809,303
1380,304
1597,305
3526,306
2167,307
3450,308
2393,309
2278,310
2427,311
1285,312
368,313
2002,314
2193,315
3101,316
2058,317
2064,318
1994,319
3354,320
1371,321
3624,322
2694,323
2021,324
2243,325
2881,326
1060,327
3424,328
2671,329
1690,330
153,331
2605,332
2003,333
2023,334
2490,335
2020,336
265,337
2948,338
1302,339
344,340
3362,341
785,342
1267,343
3104,344
594,345
1947,346
161,347
2366,348
3386,349
1513,350
778,351
899,352
1092,353
1965,354
2826,355
1231,356
2391,357
3396,358
1077,359
2872,360
2288,361
1275,362
1663,363
253,364
2094,365
353,366
292,367
1249,368
1333,369
1299,370
3698,371
2871,372
953,373
1729,374
2580,375
3489,376
3704,377
529,378
1466,379
2144,380
1244,381
2005,382
246,383
968,384
2124,385
2160,386
3148,387
2140,388
2944,389
266,390
300,391
1287,392
2359,393
2,394
3763,395
288,396
1263,397
2572,398
2161,399
1235,400
1262,401
2150,402
337,403
2145,404
3868,405
2688,406
3504,407
1088,408
1343,409
434,410
1084,411
104,412
16,413
543,414
141,415
3105,416
1093,417
708,418
1228,419
902,420
1188,421
586,422
2761,423
339,424
2405,425
1339,426
1269,427
1293,428
1918,429
3476,430
497,431
1831,432
3263,433
1485,434
3247,435
2078,436
1883,437
1952,438
231,439
555,440
2300,441
3863,442
745,443
3911,444
2076,445
1962,446
3638,447
208,448
2724,449
2949,450
2294,451
1272,452
441,453
3697,454
317,455
442,456
2329,457
3005,458
95,459
914,460
2527,461
1960,462
1957,463
2707,464
800,465
3535,466
1711,467
3591,468
2664,469
2019,470
3683,471
2273,472
3257,473
1959,474
2528,475
1805,476
2542,477
24,478
2616,479
2581,480
3100,481
2013,482
610,483
1203,484
2539,485
1037,486
852,487
1172,488
1921,489
3785,490
1373,491
653,492
2433,493
3070,494
509,495
1885,496
1562,497
198,498
3301,499
2371,500
471,501
2722,502
1256,503
2087,504
1271,505
3037,506
1292,507
3298,508
3360,509
2018,510
2501,511
3717,512
3740,513
2686,514
3044,515
898,516
2394,517
2333,518
1022,519
3273,520
1019,521
2109,522
466,523
866,524
1587,525
1095,526
112,527
185,528
2478,529
1029,530
1345,531
2717,532
2662,533
160,534
2085,535
2067,536
3113,537
832,538
173,539
1479,540
673,541
1378,542
1186,543
508,544
1296,545
3752,546
1253,547
3893,548
2541,549
2792,550
3060,551
1586,552
2976,553
3252,554
151,555
1967,556
553,557
3435,558
196,559
2795,560
1321,561
1357,562
1261,563
3098,564
3685,565
45,566
3479,567
3300,568
3614,569
2133,570
62,571
1779,572
1284,573
163,574
2046,575
3745,576
3524,577
3438,578
435,579
2598,580
1958,581
552,582
1042,583
1911,584
661,585
1032,586
3020,587
2384,588
2951,589
3095,590
3359,591
3157,592
1945,593
2863,594
342,595
3087,596
2423,597
350,598
1248,599
2245,600
2428,601
3264,602
2096,603
849,604
2642,605
2134,606
3178,607
1635,608
1956,609
2469,610
1982,611
3534,612
3701,613
2917,614
3654,615
838,616
58,617
485,618
1476,619
1882,620
596,621
1590,622
2137,623
3203,624
3317,625
2126,626
3735,627
1834,628
2420,629
2986,630
1589,631
162,632
1907,633
3536,634
2841,635
3635,636
3168,637
628,638
3267,639
3173,640
1104,641
2186,642
1441,643
3260,644
2454,645
1212,646
1059,647
2065,648
562,649
3827,650
3,651
3269,652
247,653
2421,654
524,655
2719,656
3246,657
1644,658
1591,659
1405,660
3441,661
2463,662
1678,663
2431,664
2912,665
1041,666
1223,667
1257,668
1694,669
2088,670
1894,671
2311,672
922,673
1566,674
345,675
2734,676
1680,677
3798,678
2533,679
410,680
1449,681
3334,682
1385,683
3639,684
786,685
2973,686
2735,687
3409,688
7,689
172,690
2313,691
1120,692
671,693
348,694
1717,695
